folio,leaf_num,tombId,folio_url,tomb_text,folio_text
g32.026r,026r,g32,http://ica.themorgan.org/icaimages/3/g32.026r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 26r,Miniature in left column:1) Roman de la Rose: Scene/ Friend comforting Lover -- Friend/ wearing hat and hooded garment/ gestures toward Lover with arms folded/ both standing between two trees/Scene against gold diapered background within frame decorated with two tendrils of trefoil leaves/Miniature between two lines of couplet in text/ AINSI M’OITRIA [sic] MA REQUESTE / ET IE L’ALAY CONTER EN HESTE / ///Miniature in right column:2) Roman de la Rose: Scene/ Danger guarding Rose Garden -- Lover sits on ground/ raising left hand/ outside wicker fence enclosing garden of roses/ in which hooded/ bearded male Personification of Danger stands with right hand raised and club of thorns in left hand/ facing the Lover/Scene against gold filigree on black background within frame decorated with five tendrils of trefoil leaves/Miniature at beginning of text/ A LE HAIE QUE DANGIERS GARDE / SUY RETOURNES QUI MOULE ME TARDE / ///3) Roman de la Rose: Scene/ Frankness and Pity speaking to Danger -- Lover with arms folded looks toward Personifications of Frankness and Pity addressing hooded bearded male Personification of Danger with right hand raised/ at entrance of wicker fence enclosing garden of roses/Scene against diapered background within frame decorated with four tendrils of trefoil leaves/Miniature followed by blue initial T with red pen flourishes at beginning of text on folio 26v/ TANT QUE L’ESTOIE EN CESTE PAINE / ESTES ME VOUS QUE DIEX M’AMAINE / …
g32.026v,026v,g32,http://ica.themorgan.org/icaimages/3/g32.026v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 26v,Miniature in right column:Roman de la Rose: Scene/ Frankness speaking with Welcome -- Personification of Frankness/ wearing cape/ presents Lover with right arm grasped by right hand of Personification of Welcome at entrance of wicker fence enclosing garden of roses/Scene against diapered background of gold fleurs-de-lis on blue background/ within frame decorated with two tendrils of trefoil leaves/Miniature at beginning of text/ LORS EST A BELACUEIL ALEE / FRANCHISE LA BIEN ENPARLEE / …
g32.027v,027v,g32,http://ica.themorgan.org/icaimages/3/g32.027v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 27v,Miniature in left column:1) Roman de la Rose: Scene/ Venus interceding for Lover to Welcome -- Venus/ crowned/ winged/ holds lighted candle/ standing beside Lover with right arm grasped by right hand of Personification of Welcome/ both seated before garden of roses/Scene against gold diapered background/ within frame decorated with five tendrils of trefoil leaves/Miniature at beginning of text/ MAIS VENUS QUI TOUDIS GUERROY / CASTEE ME VINT A SECOURS / ///2) Roman de la Rose: Scene/ Venus interceding for Lover to Welcome -- Lover/ wearing hat/ leans forward/ reaching for rose from bushes of roses before Personification of Welcome with arms folded (Venus not present)/Scene against diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature at beginning of text/ UN BAISIER DOUZ A SAUOIRE / PRIS DE LA ROSE MAINTENANT / …
g32.028r,028r,g32,http://ica.themorgan.org/icaimages/3/g32.028r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 28r,Miniature in left column:1) Roman de la Rose: Scene/ Slander defaming Lover and Welcome -- Before rose garden/ Lover extends right hand toward Personification of Welcome/ both seated on ground/ looking toward male Personification of Slander/ wearing tunic/ looking back/ with arms outstretched/Scene against gold diapered background/ within frame decorated with two tendrils of trefoil leaves/Below miniature/ red initial M with blue pen flourishes at beginning of text/ MALEBOUCHE QUI LE COUUINE / DE MAINTES GENS PENSE ET DEUINE / ///Miniature in right column:2) Roman de la Rose: Scene/ Slander encountering Jealousy -- Male Personification of Slander/ wearing tunic/ with arms outstretched/ approaches Personification of Jealousy/ wearing hat over hooded mantle/ with right hand raised; tree/Scene against diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature between two lines of couplet of text/ ET QUANT ELLE SE FU LEUEE / ELLE COURU COMME DESUEE / …
g32.028v,028v,g32,http://ica.themorgan.org/icaimages/3/g32.028v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 28v,Miniature in left column:Roman de la Rose: Scene/ Shame speaking to Jealousy -- Personification of Shame/ wearing nun’s habit/ extends hands toward extended right hand of male Personification of Jealousy/ wearing hat over hooded mantle/ seated on bench/ both flanking Personification of Slander standing with arms folded; to right/ man/ wearing red hat/ behind the Jealousy; tree/Scene against diapered background of fleurs-de-lis/ within frame decorated with two tendrils of trefoil leaves/Miniature at beginning of text/ HONTE S’EST LORS AUANT TRAITE / QUI BIEN SE CRIENT ESTRE MESFAITE / …
g32.029r,029r,g32,http://ica.themorgan.org/icaimages/3/g32.029r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 29r,Miniature in left column:1) Roman de la Rose: Scene/ Fear trembling before Jealousy -- Personification of Fear gestures/ before Personification of Jealousy/ wearing hat over hooded mantle/ extending right hand/ attended by man/ wearing red hat/ with arms folded/Scene against patterned background/ within frame decorated with two tendrils of trefoil leaves/Miniature at beginning of text/ A CEST MOT VINT PAOURS TRAMBLANT / ET SI FU SI A SOUPPLOYE / ///Miniature in right column:2) Roman de la Rose: Scene/ Shame and Fear confronting Danger sleeping in Garden -- Beside tree/ Personification of Danger lies asleep on ground/ before Personification of Shame extending hands toward the Danger/ and Personification of Fear with arms folded/Scene against gold diapered background/ within frame decorated with seven tendrils of trefoil leaves/Miniature between two lines of couplet of text/ A CE CONSEIL SE SONT TENUES / PUIS EN SONT DANGIER VENUES / /// (v/ 3651 at bottom of left column/ v/ 3652 below miniature in right column)/
g32.029v,029v,g32,http://ica.themorgan.org/icaimages/3/g32.029v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 29v,Miniature in left column:1) Roman de la Rose: Scene/ Lover driven from rose garden by Personification of Danger wielding club/Scene against patterned gold ground within frame decorated with foliate tendrils/Below miniature/ blue initial with red pen flourishes at beginning of text/ DESORE EST BIEN [CHAN]GIES LI VERS/ / CAR DANGIERS DEVIENT PLUS DIV[ER]S / ///Miniature in right column:2) Roman de la Rose: Scene/ Jealousy commanding construction of tower to imprison Welcome and Rose -- Personification of Jealousy/ wearing hat over hooded mantle/ standing with right hand raised toward two workers/ one with stake/ the other with shovel/ before walled in tower containing rose bushes/Scene against patterned ground within frame decorated with foliate tendrils/Below miniature/ red initial D with blue pen flourishes at beginning of text/ DESORE EST DROIS QUE IE VOUS DIE / LA CONTENANCE DE JALOUSIE / …
g32.032r,032r,g32,http://ica.themorgan.org/icaimages/3/g32.032r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 32r,Miniature in left column:Roman de la Rose: Scene/ Reason speaking to Lover -- Personification of Reason/ crowned/ extends left hand toward Lover extending arms/ both standing beside buildings/ including tower/ at left/Scene against gold diapered background within frame decorated with five tendrils of trefoil leaves/Miniature followed by text in right column/ TOUT AINSI CON JE ME DEMENTOIE / DES GRANS DOLOURS QUE IE SENTOIE / …
g32.055r,055r,g32,http://ica.themorgan.org/icaimages/3/g32.055r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 55r,Miniature in left column:Roman de la Rose: Scene/ Friend comforting Lover -- Friend/ wearing garment with hood down/ is addressed by Lover/ wearing red hat/ raising right hand/ both standing between two trees/Scene against gold diapered background within frame decorated with two tendrils of trefoil leaves/Miniature at beginning of text/ E VOUS AMI QUE DIEUX AMAINNE / ET QUANT IL ME VIT EN CE POINT / …
g32.059v,059v,g32,http://ica.themorgan.org/icaimages/3/g32.059v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 59v,Miniature in right column:Roman de la Rose: Wheel of Fortune -- Personification of Fortune stands/ turning rim of wheel at bottom of which is intertwined with prostrate male figure as Lover (or Friend in text) grasping the rim/Scene against diapered background within frame decorated with six tendrils of trefoil leaves/Miniature at beginning of text/ DE FORTUNE ENUERS ABATU / TANT M’A PAR POURETE BATU / …
g32.062r,062r,g32,http://ica.themorgan.org/icaimages/3/g32.062r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 62r,Miniature in right column:Roman de la Rose: Scene/ Jealous Husband beating Wife -- Hooded husband/ wearing tunic/ with left hand pulls hair of and with right hand grasps neck of wife/Scene against gold diapered background within frame decorated with six tendrils of trefoil leaves/Miniature at beginning of text/ QU’IL LI DIST QUELLE EST NICE ET FOLE / QUANT TANT DEMEURE A LA CAROLE [> QUEROLE] / …
g32.069r,069r,g32,http://ica.themorgan.org/icaimages/3/g32.069r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 69r,Miniature in right column:1) Roman de la Rose: Scene/ Peasant made Lord -- Two of three hooded men/ including one wearing hat/ extend hands toward Leader/ wearing helmet and armor/ raising right hand toward them; tree/Scene against gold diapered background within frame decorated with five tendrils of trefoil leaves/Below miniature/ blue initial U with red pen flourishes at beginning of text/ UN GRANT VILAIN ENTR’EULZ ESLURENT / LE PLUS CORSU DE QUAN QU’ILZ FURENT / ///Miniature in right column:2) Roman de la Rose: Scene/ Lord beaten by Robbers -- Two men raise clubs above Lord/ wearing helmet and armor/ armed with club in left hand/ falling toward ground/Scene against gold filigree on blue background within frame decorated with two tendrils of trefoil leaves/Miniature at beginning of text/ ET PAR MAINTES FOIS LE BATIRENT / QUANT LES BIENS VOLOIENT AMBLER / …
g32.072r,072r,g32,http://ica.themorgan.org/icaimages/3/g32.072r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 72r,Miniature in left column:Roman de la Rose: Scene/ Lover encountering Wealth -- Lover/ standing/ raises hands above wellhead toward Personification of Wealth with left arm behind waist of Friend/ wearing hat/ both seated under tree/Scene against diapered background within frame decorated with two tendrils of trefoil leaves/Miniature between two lines of couplet of text/ GENTE DE CORPS BELLE DE FOURME / VI OMBROIER DESOULZ UN OURME / …
g32.072v,072v,g32,http://ica.themorgan.org/icaimages/3/g32.072v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 72v,Miniature in left column:Roman de la Rose: Hunger -- Bearded man/ represented as Personification of Hunger/ with only head and back draped/ nude/ with hands extended/ sits in profile on ground between two trees/Scene against diapered background of fleurs-de-lis within frame decorated with five tendrils of trefoil leaves/Miniature followed by blue initial L with red pen flourishes at beginning of text in right column/ LONGE EST ET MAIGRE LASSE ET VAINE / GRANT SOUFFREITE A DE PAIN D’AVAINE / …
g32.073v,073v,g32,http://ica.themorgan.org/icaimages/3/g32.073v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 73v,Miniature in left column:Roman de la Rose: Scene/ Lover entreating God of Love -- Beside tree/ Lover/ seated/ raises left hand to left hand of winged God of Love (Eros) emerging from clouds/ extending right hand to Lover’s head/Scene against diapered background within frame decorated with two tendrils of trefoil leaves/Miniature at beginning of text/ SI S’APPARU DESSUS MON CHIEF / EN SOUSRIANT DE MON MESCHIEF / …
g32.074v,074v,g32,http://ica.themorgan.org/icaimages/3/g32.074v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 74v,Miniature in left column:1) Roman de la Rose: Scene/ God of Love and his Barons -- God of Love (Eros)/ crowned/ winged/ with left hand raised and right hand extended/ addresses his barony of four female personifications/ including Idleness holding mirror/ and one with arms folded/ Personification of False Seeming/ tonsured/ in monk’s habit/ with right hand extended and pilgrim’s staff in left hand/ and Personification of Forced Abstinence/ in nun’s habit/ with pilgrim’s staff in right hand and scrip over right arm/Scene against gold filigree on black (?) background within frame decorated with five tendrils of trefoil leaves/Below miniature/ red initial D with blue pen flourishes at beginning of text/ DAME HUISEUSE LA GARDINIERE / I VINT O LA PLUS GRANT BANIERE / ///Miniature in right column:2) Roman de la Rose: Scene/ Forced Abstinence and False Seeming before God of Love -- God of Love (Eros)/ crowned/ winged/ with left hand raised and right hand extended/ addresses Personification of False Seeming/ tonsured/ in monk’s habit/ with right hand raised and pilgrim’s staff in left hand/ and Personification of Forced Abstinence/ in nun’s habit/ with scrip over shoulder and pilgrim’s staff/ with hands lowered/Scene against gold diapered background within frame decorated with five tendrils of trefoil leaves/Miniature at beginning of text/ SI VOUS PRI QU’IL NE VOUS DESPLAISE / MAINT HONNEUR M’A FAIT ET GRANT AISE / …
g32.077r,077r,g32,http://ica.themorgan.org/icaimages/3/g32.077r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 77r,Miniature in right column:Roman de la Rose: Scene/ God of Love presenting Crown to False Seeming -- God of Love (Eros)/ crowned/ winged/ extends arms (hands missing/ no crown) toward Personification of False Seeming/ tonsured/ in monk’s habit/ with right hand raised and pilgrim’s staff within extended left arm/ and Personification of Forced Abstinence/ in nun’s habit/ with right arm extended/ pilgrim’s staff within left arm/ and scrip over the left arm/Scene against diapered background within frame decorated with five tendrils of trefoil leaves/Miniature followed on folio 77v by red initial F with blue pen flourishes at beginning of text/ FAULZ SAMBLANT PAR TEL CONUENANT / SERAS A MOY TOUT TON VIUANT / …
g32.077v,077v,g32,http://ica.themorgan.org/icaimages/3/g32.077v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 77v,Miniature in right column:Roman de la Rose: False Seeming preaching Sermon -- Personification of False Seeming/ tonsured/ in monk’s habit/ with hands raised/ addresses group of Barons of God of Love/ comprising of two women/ and five men/ two hooded/ all seated/Scene against gold diapered background within frame decorated with four tendrils of trefoil leaves/Miniature followed by text beginning on folio 78r (Lecoy ed// line 10977)/
g32.084v,084v,g32,http://ica.themorgan.org/icaimages/3/g32.084v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 84v,Miniature in left column:1) Roman de la Rose: Scene/ God of Love planning Attack on Castle of Jealousy -- God of Love/ crowned/ winged/ with hands raised/ addresses group of five Barons of God of Love/ wearing helmets and armor/ armed with spears/ two with shields/ one inscribed FRA(N)C[///]/ held by Personification of Frankness/ wearing long garment/Scene against gold diapered background/ within frame decorated with two tendrils of trefoil leaves (pair of leaves not gilded)/Miniature between two lines of couplet of text/ DE TELZ ARMES COM ARMER DUBRENT / ARME SONT ET QUANT ARME FURENT / ///Miniature in left column:2) Roman de la Rose: Scene/ Castle attacked -- Group of three soldiers wearing helmets/ one armed with sword/ and another with spear/ two with shields/ inscribed/ before castle/ in which are two soldiers wearing helmets/ armed with swords/ behind Personfication in red hood/ armed with club/Scene against gold filigree on red background/ within frame decorated with four tendrils of trefoil leaves/Miniature following text above/ NE MALADES NE PERECHEUSES / AINS ERENT FORS ET VIGUEREUSES / ///Miniature in right column:3) Roman de la Rose: Scene/ False Seeming and Forced Abstinence as Pilgrims -- Personification of False Seeming/ wearing monk’s hooded habit/ disguised as pilgrim with scrip over shoulder and staff in right hand/ raises left hand toward Personification of Forced Abstinence/ wearing nun’s wimpled white veil over black habit/ inscribed as Beguine in text/ holding pilgrim’s staff in right hand/Scene with tree against diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature below and above text/ QU’ILZ S’EN IRONT EN TAPINAGE / AUSSI CON EN PELERINAGE / COM BONNE GENT PITEUSE ET SAINTE / TANTOST ABSENIENCE CONSTRAINTE / UEST UNE ROBE CAMELINE / ET S’ATOURNE COMME BEGUINE / …
g32.085r,085r,g32,http://ica.themorgan.org/icaimages/3/g32.085r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 85r,Miniature in left column:Roman de la Rose: Scene/ Forced Abstinence and False Seeming approaching Slander at Gate -- Personification of Forced Abstinence/ wearing nun’s wimpled white veil over black habit/ holding pilgrim’s staff in right hand/ and Personification of False Seeming/ tonsured/ wearing monk’s habit/ with pilgrim’s scrip over shoulder and staff in right hand/ and left hand extended/ both stand at gate behind which is Personification of Slander as bearded man wearing hood/Scene against diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature below two lines of couplet of text/ TANT VA CHASCUNS ET TANT S’APROUCE / QUE SON VENU A MALEBOUCE / …
g32.085v,085v,g32,http://ica.themorgan.org/icaimages/3/g32.085v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 85v,Miniature in left column:Roman de la Rose: Scene/ Forced Abstinence and False Seeming speaking to Slander -- Personification of Forced Abstinence/ in nun’s wimpled white veil over black habit/ stands behind Personification of False Seeming/ tonsured/ in monk’s habit/ with both hands grasping arm of Personification of Slander as bearded man wearing hood and tunic/ both seated on bench before gate of building in which only head of male figure is visible at window/Scene against gold diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature below two lines of couplet of text beginning with blue initial Q with red pen flourishes/ QUANT LI PELERIN VENU FURENT / A MALEBOUCE VENIR DUBRENT / …
g32.086v,086v,g32,http://ica.themorgan.org/icaimages/3/g32.086v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 86v,Miniature in right column:1) Roman de la Rose: Scene/ False Seeming cutting off Tongue of Slander -- Personification of False Seeming/ tonsured/in monk’s habit/ with right hand extends razor to mouth of kneeling male Personification of Slander held by Personification of Forced Abstinence/ in nun’s wimpled white veil over black habit/Scene with tree against gold diapered background/ within frame decorated with two tendrils of trefoil leaves/Below miniature/ blue initial M with red pen flourishes at beginning of text/ MALEBOUCE TANTOST S’ABAISSE / SI S’AGENOULLE ET SE CONFESSE / ///Miniature in right column:2) Roman de la Rose: Scene/ Slander cast into Pit -- Personification of False Seeming/ tonsured/ in monk’s habit/ casts into pit body of Personification of Slander headlong/ prodded down with pilgrim’s staff by Personification of Forced Abstinence/ in nun’s wimpled white veil over black habit/Scene against diapered background/ within frame decorated with four tendrils of trefoil leaves/Above miniature/ two lines of couplet of text/ NE L’ONT AUTREMENT ENOSSE / PUIS LE RUENT EN UN FOSSE / …
g32.087r,087r,g32,http://ica.themorgan.org/icaimages/3/g32.087r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 87r,Miniature in left column:1) Roman de la Rose: Scene/ Courtesy and Generosity entering Gate of Old Woman -- Personification of Forced Abstinence/ in nun’s wimpled white veil over black habit with pilgrim’s staff in right hand follows Personification of False Seeming (only back of figure visible) entering gate of wall enclosing tree and building; Personifications of Courtesy and Generosity not represented/Scene with tree against diapered background of gold fleurs-de-lis on blue/ within frame decorated with two tendrils of trefoil leaves/Below miniature/ red initial E with blue pen flourishes at beginning of text/ ET VOUS COURTOISIE ET LARGUESCE / LA PORT PASSENT SANS PERESCE / ///Miniature in left column:2) Roman de la Rose: Scene/ Old Woman captured by Barons of God of Love -- Personification (only back of figure visible) enters gate of wall enclosing four female Personifications as Barons of God of Love/ one grasping Old Woman wearing draped/ peaked headdress with wimple/Scene against gold diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature at beginning of text/ CONTRE LUI COURURENT EN HESTE / SI L’ASSAILENT TANTOST TOUT QUATRE / …
g32.088r,088r,g32,http://ica.themorgan.org/icaimages/3/g32.088r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 88r,Miniature in left column:Roman de la Rose: Scene/ Old Woman bringing Wreath from Lover to Welcome -- Lover/ wearing red hat/ stands with arms folded/ beside tower (as prison)/ enclosing Old Woman/ wearing peaked headress with wimple/ extending wreath in right hand toward Personification of Welcome/ within wall with two towers and two trees/Scene against gold filigree on red background/ within frame decorated with two tendrils of trefoil leaves/Below miniature/ blue initial B with red pen flourishes at beginning of text/ BIAUX FILZ DIST ELLE TROP M’ESMAY / QUANT VOUS VOY EN SI GRANT ESMAY / …
g32.089r,089r,g32,http://ica.themorgan.org/icaimages/3/g32.089r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 89r,Miniature in right column:Roman de la Rose: Scene/ Old Woman speaking to Welcome -- Old Woman/ wearing peaked headress with wimple/ stands/ leaning on tau-staff in right hand and raising left hand toward male Personification of Welcome/ wearing red chaplet and red garment/ standing with arms folded;wreath/ mentioned in text below/ not depicted/Scene in room/ within frame decorated with two tendrils of trefoil leaves/Miniature below two lines of text/ N’EN AURES BLAME NE VERGONGNE / DE RIENS PREDRE QUE IE VOUS DONGNE / and above blue initial B with red pen flourishes at beginning of text/ BELACUEIL SANS DIRE AUTRE CHOSE / LE CAPEL PRENT ET SI LE POSE / …
g32.101r,101r,g32,http://ica.themorgan.org/icaimages/3/g32.101r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 101r,Miniature in left column:1) Roman de la Rose: Scene/ Old Woman speaking to Lover -- Beside building/ Lover raises left hand and extends right hand to right hand of Old Woman/ wearing peaked headdress with wimple/ leaning on tau-staff in left hand/Scene against gold filigree on red background/ within frame decorated with two tendrils of trefoil leaves/Miniature at beginning of text/ VIENG IE DIST ELLE A POINT AUX GANS / SE IE VOUS DI BONNES NOUUELLES / ///Miniature in right column:2) Roman de la Rose: Scene/ Lover meeting Old Woman at Rear Door of Castle -- Lover extends hands toward Old Woman/ wearing peaked headdress with wimple/ extending hands/ at door of castle; tree inside crenellated wall/Scene against diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature at beginning of text/ QUANT ME FUS MIS ANS SI LE CLOS / SI FUS MAIS [///] SEUREMENT / …
g32.101v,101v,g32,http://ica.themorgan.org/icaimages/3/g32.101v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 101v,Miniature in left column:1) Roman de la Rose: Scene/ Lover encountering Tender Glance -- Within castle wall/ Lover extends hands toward Personification of Tender Glance/ before Personification of Welcome extending hands toward them/ and Old Woman/ wearing peaked headdress wtih wimple/Scene against diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature between two lines of couplet of text/ COMMENT J’AVROIE DOULZ REGART / ESTES LE VOUS QUE DIEUX LE GART / ///Miniature in right column:2) Roman de la Rose: Scene/ Danger warning Lover -- Within castle wall/ Lover raises hands toward rose bush before hooded/ bearded Personification of Danger holding club in left hand and right hand raised to shoulder of Personification of Fear or Shame with left hand restraining the Lover/Scene against gold diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature between two lines of couplet of text/ CAR SI COM CELLE PART TENDI / DANGIERS LE PAS ME DEFFENDI / …
g32.102r,102r,g32,http://ica.themorgan.org/icaimages/3/g32.102r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 102r,Miniature in left column:Roman de la Rose: Scene/ Lover expelled from Castle by Danger-- Lover with left hand raised departs to left/ turning head toward right at hooded/ bearded Personification of Danger raising right hand and holding club in left hand/ attended by two helmeted soldiers/ within castle walls/Scene against gold diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature below text/ VASSAL VASSAL LE DIEUX ME SAINT / A PEU QUE IE NE VOUS AFFRONTE / …
g32.103v,103v,g32,http://ica.themorgan.org/icaimages/3/g32.103v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 103v,Miniature in left column:Roman de la Rose: Scene/ Barons of God of Love rescuing Lover -- Lover stands with arms folded/ before five Barons of God of Love/ as helmeted soldiers/ one with right hand raised and armed with spear in left hand/ one armed with shield/ and three armed with swords/Scene against gold diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature followed by blue initial L with red pen flourishes at beginning of text in right column/ LI BARON AUS ARMES SAILLIRENT / QUANT OIRENT SERENT ET UIRENT / …
g32.104v,104v,g32,http://ica.themorgan.org/icaimages/3/g32.104v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32/ fol/ 104v,Miniature in right column:Roman de la Rose: Scene/ Frankness encountering Danger -- Personification of Frankness/ as warrior wearing helmet and mail chain/ raises spear with right hand and shield with left hand toward hooded bearded Personification of Danger with club striking the shield of Frankness/ beside helmeted soldier armed with sword/ both within castle wall/Scene against gold filigree on red background/ within frame decorated with two tendrils of trefoil leaves/Below miniature/ red initial F with blue pen flourishes at beginning of text/ FRANCISE VIENT PREMIEREMENT / CONTRE DANGIER MOULT HUMBLEMENT / …
g32.105v,105v,g32,http://ica.themorgan.org/icaimages/3/g32.105v.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 105v,Miniature in left column:1) Roman de la Rose: Scene/ Pity encountering Danger -- Personification of Pity/ as warrior wearing helmet and mail chain/ partly kneeling/ raises sword with right hand and shield (in shape of "misericord") with left hand above her head/ before castle/ in which are hooded male Personification of Danger heaving club with both hands above the shield of Pity/ and two helmeted soldiers/ one armed with sword/Scene against gold diapered background/ within frame decorated with four tendrils of trefoil leaves/Miniature at beginning of text/ EN LIEU D’ESPEE EN TRESTOUS TERMES / DECOUROUV DE PLEURS ET DE LERMES / ///Miniature in right column:2) Roman de la Rose: Scene/ Pity encountering Shame -- Personification of Pity/ as warrior wearing helmet and mail chain/ raises sword with right hand and shield with left hand/ before castle/ in which are Personification of Shame/ as warrior wearing helmet/ raising scimitar/ and hooded male Personification of Danger holding club/Scene against diapered background/ within frame decorated with four tendrils of trefoil leaves/Miniature below text/ VOUS EN GERRES ANCUI PAR TERRE / MAR EMPREISTES CESTE GUERRE / /// (Roman de la Rose/ ed/ Lecoy/ v/ 15429)/The next folio containing the following couplet of lines 15431-15432 is missing/ for folio 106r begins with line 15563/ SEURTES OT L’ESPEE DURE /// (Roman de la Rose/ ed/ Lecoy)/
g32.106r,106r,g32,http://ica.themorgan.org/icaimages/3/g32.106r.jpg,Roman de la RoseBelgium/ possibly Tournai/ ca/ 1390MS G/32 fol/ 106r,Miniature in left column:1) Roman de la Rose: Scene/ Battle with Guards of Castle -- Four helmeted soldiers as Personifications/ one as Personification of Frankness/ in long garment/ armed with shield inscribed FRA[NCISE] and spear/ three armed with swords/ including one as possibly Personification of Security in long red garment/ all attack castle/ in which are hooded bearded Personification of Danger/ armed with club/ and three Personifications as helmeted warriors/ one including possibly Personification of Fear/ two wielding swords/Scene against gold filigree on blue background/ within frame decorated with two tendrils of trefoil leaves/Miniature between two lines of couplet of text/ ET PAOUR LUI SI S’ENTRETIENNENT / TRESTOUT LI AUTRE S’ENTREVIENNENT / ///Miniature in right column:2) Roman de la Rose: Scene/ God of Love asking for Truce -- God of Love (Eros)/ crowned/ winged/ wearing red patterned garment/ stands/ raising hands before castle/ in which is hooded bearded Personification of Danger/ armed with club in left hand/ extending right hand toward the God of Love/ and attended by two helmeted soldiers/ one holding sword; head peering out of window of building/Scene against gold diapered background/ within frame decorated with two tendrils of trefoil leaves/Miniature below text/ LI DIEUX D’AMOURS OT GRANT PAOR / QUE SA GENT NE FUST TOUTE OCHISE / SA MERE MANDE PAR FRANCISE / ///Miniature in right column:3) Roman de la Rose: Scene/ Frankness and Tender Glance as Messengers of God of Love to Venus -- Personification of Tender Glance/ wearing tunic/ with left hand on right arm of Personification of Frankness/ wearing draped headdress/ looking back/ both carry spears/ journeying to right/Scene with tree against gold filigree on red background/ within frame decorated with two tendrils of trefoil leaves/Miniature beginning text/ VOIRE TOUSIOURS FUSSENT EULZ PRISES / S’A TOUSIOURS LES EUST REQUISES / …
